node_id,concept,country_of_citizenship,date_of_birth,enwiki_title,handedness,height,inception,mass,name,native_language,nickname,owners,place_of_birth,schools_attended,sex_or_gender,work_period_end,work_period_start
Q927926,player,United States of America,25 May 1991,Derrick Williams (basketball),,203 centimetre,,109 kilogram,Derrick Williams,English,,,La Mirada,University of Arizona; La Mirada High School,male,,2011
Q17183534,player,United States of America,11 May 1976,Lloyd Pierce,,190 centimetre,,,Lloyd Pierce,English,,,San Jose,Yerba Buena High School; Santa Clara University,male,2002,1998
Q17306022,player,United States of America; Jordan,03 January 1995,Rondae Hollis-Jefferson,,201 centimetre,,100 kilogram,Rondae Hollis-Jefferson,English,,,Chester,Chester High School; University of Arizona,male,,2015
Q17306301,player,United States of America,24 December 1991,Eric Moreland,,208 centimetre,,99 kilogram,Eric Moreland,English,,,Houston,Oregon State University; Hightower High School,male,,2014
Q17319073,player,United States of America,27 March 1991,Shayne Whittington,,211 centimetre,,108 kilogram,Shayne Whittington,English,,,Paw Paw,Western Michigan University,male,,2014
Q931300,player,United States of America,20 July 1991,Alec Burks,,198 centimetre,,88 kilogram,Alec Burks,English,,,Grandview,University of Colorado Boulder,male,,2011
Q931525,player,United States of America,20 August 1988,Jerryd Bayless,,191 centimetre,,91 kilogram,Jerryd Bayless,English,,,Phoenix,St. Mary's Catholic High School; University of Arizona,male,,2008
Q932632,player,United States of America,26 January 1981,Ronald Dupree,,201 centimetre,,95 kilogram,Ronald Dupree,English,,,Biloxi,Louisiana State University; Louisiana State University; Biloxi High School,male,2014,2003
Q932863,player,United States of America,07 February 1989,Nick Calathes,,198 centimetre,,97 kilogram,Nick Calathes,English,Nick,,Casselberry,Lake Howell High School; University of Florida,male,,2009
Q932879,player,United States of America,02 August 1969,Cedric Ceballos,,201 centimetre,,102 kilogram,Cedric Ceballos,English,,,Maui,"California State University, Fullerton; Manuel Dominguez High School; Ventura College",male,2011,1990
Q3931734,player,United States of America,05 March 1964,"Reggie Williams (basketball, born 1964)",,201 centimetre,,190 pound,Reggie Williams,English,,,Baltimore,Georgetown University; Paul Laurence Dunbar High School,male,1997,1987
Q3934744,player,United States of America,08 October 1958,Rich Yonakor,,206 centimetre,,220 pound,Rich Yonakor,English,,,Euclid,University of North Carolina at Chapel Hill; Euclid High School,male,,
Q3935036,player,United States of America,12 March 1957,Rickey Williams,,185 centimetre,,175 pound,Rickey Williams,English,,,Buffalo,University of New Mexico; Bishop Timon – St. Jude High School,male,1985,1982
Q2567438,player,United States of America,20 January 1968,Nick Anderson (basketball),,198 centimetre,,93 kilogram,Nick Anderson,English,,,Chicago,University of Illinois at Urbana–Champaign; Simeon Career Academy,male,2002,1989
Q17302809,player,Philippines; United States of America,07 June 1992,Jordan Clarkson,,196 centimetre,,86 kilogram,Jordan Clarkson,English,,,Tampa,University of Missouri; Karen Wagner High School; University of Tulsa,male,,2014
Q17305725,player,United States of America,31 August 1996,Jalen Brunson,,188 centimetre,,90 kilogram,Jalen Brunson,English,,,New Brunswick,Stevenson High School; Villanova University,male,,2018
Q17302771,player,United States of America,29 January 1992,Markel Brown,,193 centimetre,,84 kilogram,Markel Brown,English,,,Alexandria,Oklahoma State University–Stillwater; Peabody Magnet High School,male,,2014
Q3930049,player,United States of America,18 February 1949,Randy Denton,,208 centimetre,,240 pound,Randy Denton,English,,,Raleigh,William G. Enloe High School; Duke University,male,1979,1971
Q3931730,player,United States of America,27 August 1970,Reggie Slater,,201 centimetre,,255 pound,Reggie Slater,English,,,Houston,University of Wyoming; Kashmere High School,male,2003,1992
Q17306061,player,United States of America,20 March 1993,JaKarr Sampson,,206 centimetre,,207 pound,JaKarr Sampson,English,,,Cleveland,Brewster Academy; St. Vincent–St. Mary High School; St. John's University,male,,2014
Q3935002,player,United States of America,14 June 1972,Rick Brunson,,193 centimetre,,86 kilogram,Rick Brunson,English,,,Syracuse,Salem High School; Temple University,male,2006,1995
Q3935014,player,United States of America,05 January 1947,Rick Mount,,191 centimetre,,79 kilogram,Rick Mount,English,,,Lebanon,Purdue University; Lebanon Senior High School,male,1975,1970
Q3931728,player,United States of America,14 February 1957,Reggie King,,198 centimetre,,225 pound,Reggie King,English,,,Birmingham,P.D. Jackson-Olin High School; University of Alabama,male,1986,1979
Q17386010,player,United States of America,27 August 1992,A. J. Hammons,,213 centimetre,,260 pound,A. J. Hammons,,,,Gary,Carmel High School; Purdue University,male,,2016
Q2567386,player,United States of America,15 November 1947,Bob Dandridge,,198 centimetre,,89 kilogram,Bob Dandridge,English,,,Richmond,Maggie L. Walker Governor's School for Government and International Studies,male,1981,1969
Q2566308,player,The Bahamas,30 January 1956,Mychal Thompson,,208 centimetre,,103 kilogram,Mychal Thompson,,,,Nassau,University of Minnesota; Miami Jackson High School,male,1992,1978
Q2566761,player,United States of America,15 June 1985,D. J. Strawberry,,196 centimetre,,94 kilogram,D. J. Strawberry,,,,New York City,University of Maryland; Mater Dei High School,male,,2007
Q2567459,player,United States of America,01 March 1952,Brian Winters,,193 centimetre,,84 kilogram,Brian Winters,English,Lurch,,Queens,University of South Carolina; Archbishop Molloy High School,male,1983,1974
Q3934732,player,United States of America,27 December 1946,Rich Jones (basketball),,198 centimetre,,220 pound,Rich Jones,English,,,Memphis,University of Illinois at Urbana–Champaign,male,1977,1969
Q3930645,player,United States of America,10 September 1958,Ray Tolbert,,206 centimetre,,225 pound,Ray Tolbert,English,,,Anderson,Indiana University Bloomington,male,1994,1981
Q3931439,player,United States of America,22 September 1916,Red Mihalik,,183 centimetre,,82 kilogram,Red Mihalik,English,,,Ford City,Ford City High School,male,,
Q3931725,player,United States of America,26 January 1969,Reggie Jordan,,193 centimetre,,195 pound,Reggie Jordan,English,,,Chicago,New Mexico State University; Proviso East High School,male,2010,1991
Q3938404,player,United States of America,30 August 1955,Robert Reid (basketball),,203 centimetre,,93 kilogram,Robert Reid,,,,Atlanta,"St. Mary's University, Texas",male,1992,1977
Q933485,player,United States of America,11 June 1959,Craig Dykema,,203 centimetre,,86 kilogram,Craig Dykema,English,,,Lakewood,"California State University, Long Beach; Lakewood High School; Long Beach City College",male,1987,1981
Q3935035,player,United States of America,29 August 1958,Rickey Brown,,208 centimetre,,98 kilogram,Rickey Brown,English,,,Madison County,Mississippi State University,male,1995,1980
Q930865,player,United States of America,12 May 1951,George Karl,,188 centimetre,,84 kilogram,George Karl,English,,,Penn Hills,Penn Hills High School; University of North Carolina at Chapel Hill,male,,
Q932833,player,United States of America,22 July 1952,Bird Averitt,,185 centimetre,,77 kilogram,Bird Averitt,English,,,Hopkinsville,Pepperdine University; Hopkinsville High School,male,1978,1973
Q3934845,player,United States of America,1945,Richie Moore,,188 centimetre,,86 kilogram,Richard Moore,English,,,Philadelphia,Villanova University,male,,
Q17386097,player,United States of America,25 March 1995,"Justin Jackson (basketball, born 1995)",,203 centimetre,,95 kilogram,Justin Jackson,English,,,Spring,University of North Carolina at Chapel Hill,male,,2017
Q3930639,player,United States of America,18 July 1921,Ray Ramsey,,188 centimetre,,75 kilogram,Ray Ramsey,English,,,Springfield,Bradley University,male,,
Q2566442,player,United States of America,29 July 1952,Scott Wedman,,201 centimetre,,98 kilogram,Scott Wedman,English,,,Harper,University of Colorado Boulder; Mullen High School,male,1986,1974
Q2566919,player,Germany,02 July 1980,Dalibor Bagari%C4%87,,218 centimetre; 216 centimetre,,131 kilogram; 135 kilogram,Dalibor Bagarić,,,,Munich,,male,2016,1996
Q17465755,player,United States of America,11 December 1992,Malcolm Brogdon,,198 centimetre,,101 kilogram,Malcolm Brogdon,English,,,Norcross,Greater Atlanta Christian School; University of Virginia; University of Virginia,male,,2016
Q931867,player,United States of America,24 January 1988,DaJuan Summers,,203 centimetre,,109 kilogram,DaJuan Summers,English,,,Baltimore,McDonogh School; Georgetown University,male,,2009
Q2567162,player,United States of America,10 June 1959,Jay Vincent,,201 centimetre,,100 kilogram,Jay Vincent,English,,,Kalamazoo,Eastern High School; Michigan State University,male,1993,1981
Q3930619,player,United States of America,20 August 1956,Ray Epps (basketball),,198 centimetre,,195 pound,Ray Epps,English,,,Amelia County,Norfolk State University,male,,
Q2566198,player,United States of America,25 March 1962,Leon Wood,,190 centimetre,,84 kilogram,Leon Wood,English,,,Columbia,Saint Monica Catholic High School; University of Arizona,male,1991,1984
Q2566498,player,United States of America,09 March 1961,Darrell Walker,,193 centimetre,,82 kilogram,Darrell Walker,English,,,Chicago,University of Arkansas; Corliss High School,male,1993,1983
Q17403499,player,United States of America,24 March 1996,Myles Turner,,211 centimetre,,243 pound,Myles Turner,English,,,Bedford,Trinity High School; University of Texas at Austin,male,,2015
Q3930624,player,United States of America,17 February 1922,Ray Kuka,,190 centimetre,,200 pound,Ray Kuka,English,,,Havre,Havre High School,male,,
Q2566766,player,Israel; United States of America,26 December 1986,Joe Alexander,,203 centimetre,,102 kilogram,Joe Alexander,English,,,Kaohsiung,West Virginia University; International School of Beijing; Hargrave Military Academy; Linganore High School,male,,2008
Q2566650,player,United States of America,25 September 1927,Carl Braun (basketball),,196 centimetre,,82 kilogram,Carl Braun,English,,,Brooklyn,Garden City High School,male,1962,1947
Q3935021,player,United States of America,07 July 1947,Rick Roberson,,206 centimetre,,231 pound,Rick Roberson,English,,,Memphis,Mitchell High School; University of Cincinnati,male,1976,1969
Q3934757,player,United States of America,19 November 1960,Richard Anderson (basketball),,208 centimetre,,240 pound,Richard Anderson,English,,,San Pedro,"Rancho Alamitos High School; University of California, Santa Barbara",male,1993,1982
Q3930041,player,United States of America,11 October 1960,Randy Breuer,,221 centimetre,,230 pound,Randy Breuer,English,,,Lake City,University of Minnesota,male,1994,1983
Q3930438,player,Yugoslavia,22 June 1970,Rastko Cvetkovi%C4%87,,216 centimetre,,118 kilogram,Rastko Cvetković,,,,Belgrade,,male,2002,1988
Q3930640,player,United States of America,10 December 1928,Ray Ragelis,,193 centimetre,,205 pound,Ray Ragelis,English,,,East Chicago,Northwestern University; Washington High School,male,1952,1951
Q3931440,player,United States of America,26 April 1932,Red Morrison,,203 centimetre,,220 pound,Red Morrison,English,,,Spokane,University of Idaho,male,1959,1954
Q3934007,player,United States of America,27 October 1948,Rex Morgan (basketball),,196 centimetre,,190 pound,Rex Morgan,English,,,Charleston,Jacksonville University; Charleston High School,male,,
Q3934736,player,United States of America,11 July 1954,Rich Laurel,,198 centimetre,,190 pound,Rich Laurel,English,,,Philadelphia,Overbrook High School; Hofstra University,male,1986,1977
Q3934924,player,United States of America,14 August 1977,Richie Frahm,,196 centimetre,,95 kilogram,Richie Frahm,English,,,Battle Ground,Gonzaga University; Battle Ground High School,male,2011,2001
Q3938234,player,United States of America,20 February 1972,Robert Churchwell,,198 centimetre,,195 pound,Robert Churchwell,English,,,South Bend,Georgetown University; Gonzaga College High School,male,,
Q2567039,player,United States of America,14 December 1963,William Bedford (basketball),,213 centimetre,,102 kilogram,William Bedford,English,Willie B.; Willie B. Traded; Willie B. Gone in the Expansion Draft; Willie B. at Practice,,Memphis,Melrose High School; University of Memphis,male,1993,1986
Q2566735,player,United States of America,08 April 1963,Terry Porter,,191 centimetre,,89 kilogram,Terry Porter,English,Ghandi,,Milwaukee,South Division High School; University of Wisconsin–Stevens Point,male,2002,1985
Q2565823,player,United States of America,04 November 1967,Randy White (basketball),,203 centimetre,,109 kilogram,Randy White,English,,,Shreveport,Huntington High School; Louisiana Tech University,male,1999,1989
Q3934787,player,United States of America,02 September 1965,Richard Coffey,,198 centimetre,,96 kilogram,Richard Coffey,English,,,Aurora,University of Minnesota,male,,
Q933804,player,Turkey,16 April 1987,Cenk Akyol,,198 centimetre,,88 kilogram,Cenk Akyol,Turkish,,,Istanbul,,male,,2003
Q2565934,player,Romania; United States of America,24 April 1955,Ernie Grunfeld,,198 centimetre,,95 kilogram,Ernie Grunfeld,English,,,Satu Mare,"Forest Hills High School; University of Tennessee, Knoxville",male,1986,1977
Q3930616,player,United States of America,01 January 1928,Ray Corley,,183 centimetre,,180 pound,Ray Corley,English,,,New York City,Georgetown University; St. Peter's Boys High School,male,1953,1949
Q3931724,player,United States of America,04 May 1942,Reggie Harding,,213 centimetre,,249 pound,Reggie Harding,English,,,Detroit,Martin Luther King High School,male,1968,1962
Q3934740,player,United States of America,03 August 1949,Rich Rinaldi,,190 centimetre,,195 pound,Richard Rinaldi,English,,,Poughkeepsie,Franklin Delano Roosevelt High School; Saint Peter's University,male,1974,1971
Q3934866,player,United States of America,16 February 1964,Richard Rellford,,198 centimetre,,104 kilogram,Richard Rellford,English,,,Riviera Beach,Suncoast Community High School; University of Michigan,male,2000,1986
Q3934925,player,United States of America,26 May 1921,Richie Niemiera,,185 centimetre,,75 kilogram,Richie Niemiera,English,,,Chicago,University of Notre Dame,male,1951,1944
Q3935041,player,United States of America,21 April 1966,Ricky Blanton,,201 centimetre,,215 pound,Ricky Blanton,English,,,Miami,Louisiana State University; Miami Killian High School,male,1995,1991
Q17305698,player,Canada,28 September 1992,Khem Birch,,206 centimetre,,100 kilogram,Khem Birch,,,,Montreal,Atizapán De Zaragoza; University of Pittsburgh,male,,2014
Q2566731,player,United States of America,02 July 1931,Larry Costello,,185 centimetre,,85 kilogram,Larry Costello,English,,,Minoa,Niagara University,male,1968,1954
Q2566860,player,United States of America,04 January 1961,Cliff Levingston,,203 centimetre,,95 kilogram,Cliff Levingston,English,Good News,,San Diego,Morse High School; Wichita State University,male,1995,1982
Q2567350,player,United States of America,10 June 1943,Jon McGlocklin,,196 centimetre,,93 kilogram,Jon McGlocklin,English,,,Franklin,Indiana University Bloomington,male,1976,1965
Q17418404,player,United States of America,08 February 1991,Will Cherry,,185 centimetre; 183 centimetre,,80 kilogram; 84 kilogram,Will Cherry,English,,,Oakland,McClymonds High School; University of Montana,male,,2013
Q3930613,player,United States of America,23 September 1958,Ray Blume,,193 centimetre,,84 kilogram,Ray Blume,English,,,Valdosta,Parkrose High School; Oregon State University,male,1985,1981
Q3931445,player,United States of America,02 September 1925,Red Owens,,190 centimetre,,84 kilogram,Red Owens,English,,,Texas,Baylor University,male,,
Q3934735,player,United States of America,23 June 1970,Rich Manning,,211 centimetre,,253 pound,Rich Manning,English,,,Tacoma,Syracuse University; Center High School,male,2001,1993
Q3935003,player,United States of America,1966; 12 December 1966,Rick Calloway,,198 centimetre,,82 kilogram,Rick Calloway,English,,,Cincinnati,University of Kansas; Indiana University Bloomington,male,1997,1990
Q3935052,player,United States of America,10 March 1954,Ricky Marsh,,190 centimetre,,200 pound,Ricky Marsh,English,,,New York City,University of Nebraska–Lincoln; Jamaica High School,male,1978,1977
Q933952,player,United States of America,10 March 1948,Austin Carr,,193 centimetre,,91 kilogram,Austin Carr,English,,,"Washington, D.C.",Archbishop Carroll High School; University of Notre Dame,male,1981,1971
Q2566744,player,United States of America,13 June 1959,Chuck Nevitt,,226 centimetre,,99 kilogram,Chuck Nevitt,English,Chuck E. Cheese; Mr. Improv; The Human Victory Cigar,,Cortez,North Carolina State University; Sprayberry High School,male,1994,1983
Q2567451,player,United States of America,29 September 1966,Hersey Hawkins,,190 centimetre,,86 kilogram,Hersey Hawkins,English,,,Chicago,George Westinghouse College Prep; Bradley University,male,2001,1988
Q3931717,player,United States of America,10 October 1957,Reggie Carter,,190 centimetre,,175 pound,Reggie Carter,English,,,New York City,University of Hawaiʻi at Mānoa; Long Island Lutheran Middle and High School,male,1982,1980
Q3935065,player,United States of America,15 January 1953,Ricky Sobers,,188 centimetre,,198 pound,Ricky Sobers,English,,,The Bronx,"University of Nevada, Las Vegas; DeWitt Clinton High School",male,1986,1975
Q3938465,player,United States of America,12 September 1970,Robert Werdann,,211 centimetre,,250 pound,Robert Werdann,English,,,Queens,Archbishop Molloy High School; St. John's University,male,2000,1992
Q2566101,player,United States of America,30 October 1950,Phil Chenier,,190 centimetre,,82 kilogram,Phil Chenier,English,,,Berkeley,"Berkeley High School; University of California, Berkeley",male,1981,1971
Q3931731,player,United States of America,21 August 1970,Reggie Smith (basketball),,208 centimetre,,240 pound,Reggie Smith,English,,,San Jose,Texas Christian University; Leland High School,male,1996,1992
Q933190,player,United States of America,12 March 1943,"Johnny Jones (basketball, born 1943)",,201 centimetre,,93 kilogram,Johnny Jones,English,,,"Washington, D.C.",DeMatha Catholic High School,male,1977,1967
Q2573187,player,United States of America,28 January 1976,Mark Madsen (basketball),,206 centimetre,,109 kilogram,Mark Madsen,English,,,Walnut Creek,San Ramon Valley High School; Stanford University,male,2009,2000
Q935693,player,United States of America,14 August 1974,Chucky Atkins,,180 centimetre,,73 kilogram,Chucky Atkins,English,,,Orlando,University of South Florida; Maynard Evans High School,male,2010,1996
Q938628,player,United States of America,30 June 1954,Robert Hawkins (basketball),,193 centimetre,,86 kilogram,Robert Hawkins,English,,,Detroit,Pershing High School; Illinois State University,male,1979,1975
Q939333,player,Kingdom of the Netherlands,02 February 1978,Dan Gadzuric,,211 centimetre,,108 kilogram,Dan Gadzuric,,,,The Hague,"The Governor's Academy; University of California, Los Angeles",male,2015,2002
Q940442,player,United States of America,02 November 1968,Keith Jennings (basketball),,170 centimetre,,73 kilogram,Keith Jennings,English,,,Culpeper,East Tennessee State University; Culpeper County High School,male,2004,1991
Q941349,player,United States of America,02 February 1968,Sean Elliott,,203 centimetre,,93 kilogram,Sean Elliott,English,,,Tucson,University of Arizona; Cholla High Magnet School,male,2001,
Q3939847,player,United States of America,05 November 1950,Rod Freeman,,201 centimetre,,225 pound,Rod Freeman,English,,,Anderson,Vanderbilt University,male,,
Q3941231,player,United States of America,16 August 1959,Rory White,,203 centimetre,,210 pound,Rory White,English,,,Tuskegee,University of South Alabama,male,1994,1982
Q3943093,player,United States of America,02 October 1976,Ryan Robertson,,196 centimetre,,86 kilogram,Ryan Robertson,English,,,Lawton,University of Kansas; St. Charles West High School,male,2005,1999
Q3938468,player,United States of America,16 April 1982,Robert Whaley,,208 centimetre,,118 kilogram,Robert Whaley,English,,,Benton Harbor,University of Cincinnati; Benton Harbor High School; Barton Community College,male,2008,2005
Q3941012,player,United States of America,12 December 1944,Ronald Kozlicki,,201 centimetre,,215 pound,Ronald Kozlicki,English,,,Chicago,Palatine High School; Northwestern University,male,,
Q3942016,player,United States of America,13 December 1966,Roy Marble,,198 centimetre,,190 pound,Roy Marble,English,,,Flint,University of Iowa,male,1995,1989
Q3942138,player,United States of America,31 July 1975,Ruben Patterson,,196 centimetre,,102 kilogram,Ruben Patterson,English,,,Cleveland,John Hay High School; Independence Community College; University of Cincinnati,male,2009,1998
Q2568914,player,United States of America,21 June 1978,Loren Woods,,216 centimetre,,102 kilogram,Loren Woods,English,,,St. Louis,Cardinal Ritter College Prep High School; Wake Forest University,male,,2001
Q2567550,player,United States of America,17 July 1932,Johnny Kerr,,206 centimetre,,230 pound,Johnny Kerr,English,,,Chicago,Tilden High School; University of Illinois at Urbana–Champaign,male,1966,1954
Q2568302,player,United States of America,08 May 1978,Speedy Claxton,,180 centimetre,,166 pound,Speedy Claxton,English,,,Queens,Christ the King Regional High School; Hofstra University,male,2010,2000
Q2568249,player,United States of America,04 June 1963,Xavier McDaniel,,201 centimetre,,98 kilogram; 218 pound,Xavier McDaniel,English,,,Columbia,Wichita State University; A.C. Flora High School,male,1998,1985
Q2571293,player,United States of America,11 March 1948,Jim McMillian,,196 centimetre,,215 pound,Jim McMillian,English,Butterball,,Raeford,Columbia University; Thomas Jefferson High School,male,1981,1970
Q17513432,player,United States of America,05 November 1995,Trey Lyles,,208 centimetre,,234 pound,Trey Lyles,English,,,Saskatoon,University of Kentucky; Arsenal Technical High School,male,,2015
Q17708734,player,United States of America,22 November 1991,Tarik Black,,206 centimetre,,113 kilogram,Tarik Black,English,,,Memphis,Ridgeway High School; University of Memphis,male,,2014
Q2567482,player,United States of America; Saint Vincent and the Grenadines,09 March 1975,Adonal Foyle,,208 centimetre,,114 kilogram,Adonal Foyle,English,,,Canouan,Colgate University; Hamilton Central School,male,2010,1997
Q2568283,player,United States of America,31 July 1967,Tony Massenburg,,206 centimetre,,113 kilogram,Tony Massenburg,English,Hercules,,Sussex County,University of Maryland; Sussex Central High School,male,2008,1990
Q2572066,player,United States of America,05 June 1983,Kirk Snyder,,198 centimetre,,102 kilogram,Kirk Snyder,English,,,Los Angeles,"University of Nevada, Reno; Upland High School",male,2011,2004
Q17634891,player,France,29 September 1995,Mathias Lessort,,206 centimetre; 205 centimetre,,112 kilogram,Mathias Lessort,,,,Fort-de-France,,male,,2014
Q3940962,player,Canada,14 April 1958,Ron Crevier,,213 centimetre,,235 pound,Ron Crevier,,,,Montreal,Boston College; Dawson College,male,1987,1983
Q3942133,player,United States of America,20 February 1972,Ruben Nembhard,,190 centimetre,,94 kilogram,Ruben Nembhard,English,,,The Bronx,Weber State University,male,,
Q3942308,player,United States of America,09 February 1958,Rudy Macklin,,201 centimetre,,205 pound,Rudy Macklin,English,,,Louisville,The Academy @ Shawnee; Louisiana State University,male,,1981
Q3940971,player,United States of America,20 July 1938,Ron Johnson (basketball),,203 centimetre,,215 pound,Ron Johnson,English,,,New Prague,University of Minnesota; New Prague High School,male,,
Q935758,player,United States of America,16 July 1932,Gary Bergen,,203 centimetre,,95 kilogram,Gary Bergen,English,,,Independence,William Chrisman High School; University of Utah,male,1957,1956
Q937398,player,United States of America,30 August 1955,Glen Gondrezick,,198 centimetre,,99 kilogram,Glen Gondrezick,English,,,Boulder,"Boulder High School; University of Nevada, Las Vegas",male,1983,1977
Q938377,player,United States of America,05 June 1967,Matt Bullard,,208 centimetre,,98 kilogram,Matt Bullard,English,,,Des Moines,University of Colorado Boulder; Valley High School,male,2002,1990
Q939240,player,United States of America,06 April 1970,Oliver Miller,,206 centimetre,,127 kilogram,Oliver Miller,English,Pig; The Big O,,Fort Worth,Southwest High School; University of Arkansas,male,2010,1992
Q940284,player,Montenegro; United States of America,16 May 1984,Quincy Douby,,191 centimetre,,79 kilogram,Quincy Douby,English,,,Brooklyn,Rutgers University–New Brunswick; William E. Grady CTE High School; St. Thomas More School; Rutgers University,male,,2006
Q18044307,player,United States of America,26 April 1945,Butch Joyner,,196 centimetre,,200 pound,Butch Joyner,English,,,New Castle,Indiana University Bloomington,male,,
Q938023,player,United States of America,22 February 1959,Lewis Lloyd,,198 centimetre,,93 kilogram,Lewis Lloyd,English,,,Philadelphia,Drake University; New Mexico Military Institute; Overbrook High School,male,1990,1981
Q938769,player,Slovenia,07 May 1977,Marko Mili%C4%8D,,199 centimetre,,112 kilogram,Marko Milič,,,,Kranj,,male,2015,1991
Q941813,player,United States of America,25 August 1923,Dee Gibson,,180 centimetre,,79 kilogram,Dee Gibson,English,,,Cleveland,Western Kentucky University; Bradley Central High School,male,,
Q18044234,player,United States of America,11 February 1950,Billy James (basketball),,190 centimetre,,185 pound,Billy James,English,,,,Tyler Junior College; Marshall University,male,,
Q17985025,player,United States of America,1945,Gary Turner (basketball),,201 centimetre,,200 pound,Gary Turner,English,,,,Green B. Trimble Technical High School; Texas Christian University,male,,
Q3940968,player,United States of America,06 July 1964,Ronnie Grandison,,198 centimetre,,215 pound,Ronnie Grandison,English,,,Los Angeles,"University of California, Irvine; University of New Orleans; St. Bernard High School",male,2001,1987
Q2568175,player,United States of America,18 December 1960,Audie Norris,,206 centimetre,,104 kilogram,Audie Norris,English,,,Jackson,Jim Hill High School; Jackson State University,male,1994,1982
Q17466552,player,Senegal; United States of America,17 June 1993,Georges Niang,,206 centimetre,,105 kilogram,Georges Niang,English,,,Methuen,Iowa State University; Tilton School,male,,2016
Q17492383,player,Japan,13 October 1994,Yuta Watanabe,,203 centimetre,,200 pound,Yuta Watanabe,,,,Yokohama; Kanagawa Prefecture; Miki,St. Thomas More School; George Washington University,male,,2018
Q934717,player,United States of America,24 January 1985,Trey Gilder,,206 centimetre,,84 kilogram,Trey Gilder,English,,,Dallas,DeSoto High School; McNeese State University,male,,2008
Q935772,player,United States of America,26 August 1980,Donnell Harvey,,203 centimetre,,100 kilogram,Donnell Harvey,English,,,Shellman,University of Florida,male,2014,2000
Q938730,player,United States of America,27 June 1978,Malik Allen,,208 centimetre,,116 kilogram,Malik Allen,English,,,Willingboro Township,Shawnee High School; Villanova University,male,2011,2000
Q3940996,player,United States of America,24 September 1944,Ron Williams (basketball),,190 centimetre,,188 pound,Ron Williams,English,,,Weirton,West Virginia University; Weir High School,male,1975,1968
Q3941142,player,United States of America,29 July 1964,Ronnie Murphy,,196 centimetre,,102 kilogram,Ronnie Murphy,English,,,Dover,Oviedo High School; Jacksonville University,male,,
Q17623132,player,United States of America,06 February 1990,C. J. Williams,,196 centimetre,,230 pound,C. J. Williams,,,,Fayetteville,North Carolina State University; Jack Britt High School,male,,2012
Q2569684,player,United States of America,06 November 1981,"Luke Jackson (basketball, born 1981)",,201 centimetre,,98 kilogram,Luke Jackson,English,,,Eugene,Creswell High School; University of Oregon,male,2011,2004
Q17580192,player,France,28 November 1996,Isa%C3%AFa Cordinier,,196 centimetre,,80 kilogram,Isaia Cordinier,,,,Créteil,,male,,2012
Q3940961,player,United States of America,01 May 1954,Ron Davis (basketball),,198 centimetre,,90 kilogram,Ron Davis,English,,,Phoenix,Washington State University,male,1982,1976
Q2569537,player,Serbia; Bosnia and Herzegovina,06 May 1979,Ratko Varda,,216 centimetre,,118 kilogram,Ratko Varda,,,,Gradiška,,male,2017,1995
Q2569994,player,United States of America,14 September 1968,Pete Chilcutt,,208 centimetre,,104 kilogram,Pete Chilcutt,English,Big Chill; Chili Pete; Sweet Pete; Chili,,Sumter,University of North Carolina at Chapel Hill; Tuscaloosa Academy,male,2000,1991
Q2571330,player,United States of America,22 February 1975,Charles O%27Bannon,,196 centimetre,,92 kilogram,Charles O'Bannon,English,,,Bellflower,"Artesia High School; University of California, Los Angeles",male,2013,1997
Q2571956,player,United States of America,16 January 1977,Jeff Foster (basketball),,211 centimetre,,250 pound,Jeff Foster,English,,,San Antonio,Texas State University; James Madison High School,male,2012,1999
Q3940958,player,United States of America,30 April 1959,Ron Cavenall,,216 centimetre,,230 pound,Ron Cavenall,English,,,Beaumont,Texas Southern University,male,1993,1983
Q2569322,player,United States of America,30 January 1956,Rick Robey,,211 centimetre,,230 pound,Rick Robey,English,,,Coral Gables,University of Kentucky; Brother Martin High School,male,1986,1978
Q2570452,player,Serbia; Serbia and Montenegro,02 June 1984,Mile Ili%C4%87,,216 centimetre,,116 kilogram,Mile Ilić,,,,Tuzla,,male,,2002
Q3940978,player,United States of America,29 December 1943,"Ron Perry (basketball, born 1943)",,190 centimetre,,190 pound,Ron Perry,English,,,Garrisonville,Stafford Senior High School; Virginia Tech,male,,
Q17916949,player,Senegal,18 June 1992,Maurice Ndour,,206 centimetre,,91 kilogram,Maurice Ndour,,,,Thiès,Monroe College; Ohio University,male,,2015
Q3940353,player,United States of America,25 January 1924,Rollie Seltz,,178 centimetre,,165 pound,Rollie Seltz,English,,,McIntosh,Humboldt Senior High School,male,1951,1946
Q3940970,player,United States of America,24 May 1938,Ron Horn,,201 centimetre,,220 pound,Ron Horn,English,,,Marion,Mississinewa High School; Indiana University Bloomington,male,1968,1961
Q3940990,player,United States of America; Republic of Ireland,23 April 1962,Ron Rowan,,196 centimetre,,200 pound,Ron Rowan,English,,,New Brighton,University of Notre Dame,male,2001,1986
Q3940992,player,United States of America,21 August 1934,Ron Sobieszczyk,,191 centimetre,,185 pound,Ron Sobieszczyk,English,,,Chicago,DePaul University,male,1963,1956
Q3941985,player,United States of America,16 June 1950,Rowland Garrett,,198 centimetre,,210 pound,Rowland Garrett,English,,,Canton,Florida State University,male,1980,1972
Q3945523,player,United States of America,11 October 1982,Salim Stoudamire,,185 centimetre,,79 kilogram,Salim Stoudamire,English,,,Portland,Lake Oswego High School; University of Arizona,male,2013,2005
